ID,Type,SKU,Sold individually?
7855,simple,744,0
7856,simple,596,0
7857,simple,346,0
7858,simple,614,0
7859,simple,834,0
7860,simple,1279,0
7861,simple,1337,0
7862,simple,360,0
7863,simple,667,0
7864,simple,541,0
7865,simple,105975,0
7866,simple,340,0
7867,simple,123,0
7868,simple,556,0
7869,simple,341,0
7870,simple,853,0
7871,simple,278,0
7872,simple,324,0
7873,simple,1251,0
7874,simple,105976,0
7875,simple,527,0
7876,simple,1293,0
7877,simple,87,0
7878,simple,8150,0
7879,simple,266,0
7880,simple,44,0
7881,simple,8153,0
7882,simple,1238,0
7883,simple,308,0
7884,simple,105978,0
7885,simple,364,0
7886,simple,105980,0
7887,simple,8151,0
7888,simple,463,0
7889,simple,105981,0
7890,simple,279,0
7891,simple,8154,0
7892,simple,105979,0
7893,simple,162,0
7894,simple,8155,0
7895,simple,238,0
7896,simple,105982,0
7897,simple,63,0
7898,simple,15,0
7899,simple,8157,0
7900,simple,88,0
7901,simple,350,0
7902,simple,100,0
7903,simple,812,0
7904,simple,36,0
7905,simple,114,0
7906,simple,674,0
7907,simple,598,0
7908,simple,45,0
7909,simple,165,0
7910,simple,313,0
7911,simple,8247,0
7912,simple,365,0
7913,simple,806,0
7914,simple,605,0
7915,simple,320,0
7916,simple,379,0
7917,simple,89,0
7918,simple,550,0
7919,simple,505,0
7920,simple,74,0
7921,simple,639,0
7922,simple,615,0
7923,simple,813,0
7924,simple,182,0
7925,simple,8976,0
7926,simple,587,0
7927,simple,546,0
7928,simple,506,0
7929,simple,24,0
7930,simple,80,0
7931,simple,675,0
7932,simple,865,0
7933,simple,8047,0
7934,simple,663,0
7935,simple,101,0
7936,simple,814,0
7937,simple,691,0
7938,simple,171,0
7939,simple,304,0
7940,simple,1622,0
7941,simple,106139,0
7942,simple,726,0
7943,simple,651,0
7944,simple,421,0
7945,simple,251,0
7946,simple,702,0
7947,simple,521,0
7948,simple,1731,0
7949,simple,193,0
7950,simple,1674,0
7951,simple,40,0
7952,simple,1647,0
7953,simple,1268,0
7954,simple,1756,0
7955,simple,557,0
7956,simple,124,0
7957,simple,1660,0
7958,simple,316,0
7959,simple,1592,0
7960,simple,1263,0
7961,simple,1324,0
7962,simple,559,0
7963,simple,528,0
7964,simple,1039,0
7965,simple,1032,0
7966,simple,1113,0
7967,simple,1051,0
7968,simple,1089,0
7969,simple,1000,0
7970,simple,954,0
7971,simple,964,0
7972,simple,921,0
7973,simple,997,0
7974,simple,894,0
7975,simple,944,0
7976,simple,1001,0
7977,simple,1565,0
7978,simple,1053,0
7979,simple,1049,0
7980,simple,1109,0
7981,simple,959,0
7982,simple,7874,0
7983,simple,105995,0
7984,simple,1005,0
7985,simple,1027,0
7986,simple,7045,0
7987,simple,262,0
7988,simple,1054,0
7989,simple,529,0
7990,simple,1454,0
7991,simple,1661,0
7992,simple,577,0
7993,simple,507,0
7994,simple,508,0
7995,simple,538,0
7996,simple,1708,0
7997,simple,542,0
7998,simple,560,0
7999,simple,147,0
8000,simple,530,0
8001,simple,583,0
8002,simple,599,0
8003,simple,1502,0
8004,simple,25,0
8005,simple,681,0
8006,simple,55,0
8007,simple,1503,0
8008,simple,634,0
8009,simple,1760,0
8010,simple,422,0
8011,simple,153,0
8012,simple,547,0
8013,simple,694,0
8014,simple,67,0
8015,simple,640,0
8016,simple,106657,0
8017,simple,299,0
8018,simple,76,0
8019,simple,1504,0
8020,simple,485,0
8021,simple,1546,0
8022,simple,862,0
8023,simple,606,0
8024,simple,1297,0
8025,simple,9319,0
8026,simple,522,0
8027,simple,827,0
8028,simple,8973,0
8029,simple,1241,0
8030,simple,8114,0
8031,simple,1648,0
8032,simple,354,0
8033,simple,855,0
8034,simple,280,0
8035,simple,867,0
8036,simple,570,0
8037,simple,125,0
8038,simple,1360,0
8039,simple,474,0
8040,simple,208,0
8041,simple,820,0
8042,simple,232,0
8043,simple,325,0
8044,simple,478,0
8045,simple,7863,0
8046,simple,380,0
8047,simple,190,0
8048,simple,423,0
8049,simple,1373,0
8050,simple,1242,0
8051,simple,1308,0
8052,simple,183,0
8053,simple,424,0
8054,simple,1280,0
8055,simple,1301,0
8056,simple,1365,0
8057,simple,1314,0
8058,simple,1326,0
8059,simple,1394,0
8060,simple,1388,0
8061,simple,1287,0
8062,simple,1393,0
8063,simple,137,0
8064,simple,1385,0
8065,simple,1377,0
8066,simple,366,0
8067,simple,81,0
8068,simple,1331,0
8069,simple,374,0
8070,simple,406,0
8071,simple,7148,0
8072,simple,1259,0
8073,simple,1363,0
8074,simple,274,0
8075,simple,102,0
8076,simple,337,0
8077,simple,1239,0
8078,simple,326,0
8079,simple,327,0
8080,simple,494,0
8081,simple,46,0
8082,simple,103,0
8083,simple,509,0
8084,simple,617,0
8085,simple,371,0
8086,simple,321,0
8087,simple,641,0
8088,simple,8313,0
8089,simple,624,0
8090,simple,523,0
8091,simple,69,0
8092,simple,217,0
8093,simple,328,0
8094,simple,367,0
8095,simple,37,0
8096,simple,1252,0
8097,simple,1269,0
8098,simple,263,0
8099,simple,823,0
8100,simple,1358,0
8101,simple,1355,0
8102,simple,397,0
8103,simple,486,0
8104,simple,105991,0
8105,simple,275,0
8106,simple,90,0
8107,simple,257,0
8108,simple,244,0
8109,simple,376,0
8110,simple,487,0
8111,simple,194,0
8112,simple,1332,0
8113,simple,1347,0
8114,simple,82,0
8115,simple,108,0
8116,simple,218,0
8117,simple,41,0
8118,simple,11,0
8119,simple,395,0
8120,simple,214,0
8121,simple,56,0
8122,simple,309,0
8123,simple,201,0
8124,simple,47,0
8125,simple,1356,0
8126,simple,314,0
8127,simple,245,0
8128,simple,578,0
8129,simple,12,0
8130,simple,154,0
8131,simple,115,0
8132,simple,195,0
8133,simple,532,0
8134,simple,1298,0
8135,simple,1335,0
8136,simple,209,0
8137,simple,490,0
8138,simple,381,0
8139,simple,652,0
8140,simple,706,0
8141,simple,588,0
8142,simple,635,0
8143,simple,142,0
8144,simple,260,0
8145,simple,742,0
8146,simple,7422,0
8147,simple,475,0
8148,simple,857,0
8149,simple,858,0
8150,simple,427,0
8151,simple,7869,0
8152,simple,618,0
8153,simple,7870,0
8154,simple,895,0
8155,simple,915,0
8156,simple,922,0
8157,simple,1505,0
8158,simple,928,0
8159,simple,929,0
8160,simple,886,0
8161,simple,923,0
8162,simple,1699,0
8163,simple,924,0
8164,simple,981,0
8165,simple,1070,0
8166,simple,945,0
8167,simple,8275,0
8168,simple,907,0
8169,simple,888,0
8170,simple,946,0
8171,simple,903,0
8172,simple,965,0
8173,simple,9372,0
8174,simple,1506,0
8175,simple,511,0
8176,simple,8246,0
8177,simple,799,0
8178,simple,143,0
8179,simple,539,0
8180,simple,533,0
8181,simple,116,0
8182,simple,202,0
8183,simple,779,0
8184,simple,625,0
8185,simple,13,0
8186,simple,344,0
8187,simple,7087,0
8188,simple,807,0
8189,simple,204,0
8190,simple,512,0
8191,simple,642,0
8192,simple,105581,0
8193,simple,155,0
8194,simple,173,0
8195,simple,643,0
8196,simple,387,0
8197,simple,600,0
8198,simple,644,0
8199,simple,794,0
8200,simple,1391,0
8201,simple,210,0
8202,simple,288,0
8203,simple,317,0
8204,simple,267,0
8205,simple,7088,0
8206,simple,626,0
8207,simple,524,0
8208,simple,228,0
8209,simple,561,0
8210,simple,191,0
8211,simple,174,0
8212,simple,590,0
8213,simple,222,0
8214,simple,428,0
8215,simple,10549,0
8216,simple,1649,0
8217,simple,294,0
8218,simple,859,0
8219,simple,1432,0
8220,simple,860,0
8221,simple,106528,0
8222,simple,9371,0
8223,simple,960,0
8224,simple,973,0
8225,simple,947,0
8226,simple,916,0
8227,simple,995,0
8228,simple,930,0
8229,simple,966,0
8230,simple,1403,0
8231,simple,1433,0
8232,simple,1630,0
8233,simple,925,0
8234,simple,908,0
8235,simple,8435,0
8236,simple,1434,0
8237,simple,1666,0
8238,simple,1528,0
8239,simple,1507,0
8240,simple,1455,0
8241,simple,1682,0
8242,simple,1566,0
8243,simple,1761,0
8244,simple,1711,0
8245,simple,1769,0
8246,simple,1736,0
8247,simple,803,0
8248,simple,1405,0
8249,simple,692,0
8250,simple,1450,0
8251,simple,699,0
8252,simple,1435,0
8253,simple,1675,0
8254,simple,1487,0
8255,simple,1650,0
8256,simple,1547,0
8257,simple,1509,0
8258,simple,1712,0
8259,simple,1683,0
8260,simple,1747,0
8261,simple,104,0
8262,simple,1436,0
8263,simple,1529,0
8264,simple,1593,0
8265,simple,1713,0
8266,simple,1477,0
8267,simple,773,0
8268,simple,8436,0
8269,simple,1548,0
8270,simple,1488,0
8271,simple,1530,0
8272,simple,1737,0
8273,simple,1467,0
8274,simple,1623,0
8275,simple,1510,0
8276,simple,9793,0
8277,simple,7044,0
8278,simple,982,0
8279,simple,913,0
8280,simple,961,0
8281,simple,1426,0
8282,simple,1437,0
8283,simple,917,0
8284,simple,763,0
8285,simple,698,0
8286,simple,1607,0
8287,simple,714,0
8288,simple,1294,0
8289,simple,1691,0
8290,simple,703,0
8291,simple,745,0
8292,simple,767,0
8293,simple,751,0
8294,simple,1754,0
8295,simple,733,0
8296,simple,156,0
8297,simple,1531,0
8298,simple,110,0
8299,simple,481,0
8300,simple,138,0
8301,simple,1651,0
8302,simple,1767,0
8303,simple,1770,0
8304,simple,1748,0
8305,simple,1641,0
8306,simple,1718,0
8307,simple,1668,0
8308,simple,1511,0
8309,simple,1732,0
8310,simple,1752,0
8311,simple,8437,0
8312,simple,1594,0
8313,simple,795,0
8314,simple,1595,0
8315,simple,1631,0
8316,simple,1567,0
8317,simple,1532,0
8318,simple,1456,0
8319,simple,1749,0
8320,simple,1676,0
8321,simple,1700,0
8322,simple,1579,0
8323,simple,1568,0
8324,simple,1549,0
8325,simple,711,0
8326,simple,1580,0
8327,simple,1550,0
8328,simple,1468,0
8329,simple,1478,0
8330,simple,1581,0
8331,simple,1512,0
8332,simple,1489,0
8333,simple,687,0
8334,simple,1533,0
8335,simple,1490,0
8336,simple,1624,0
8337,simple,1596,0
8338,simple,1701,0
8339,simple,1642,0
8340,simple,844,0
8341,simple,8438,0
8342,simple,1733,0
8343,simple,743,0
8344,simple,1742,0
8345,simple,1739,0
8346,simple,1684,0
8347,simple,688,0
8348,simple,603,0
8349,simple,1669,0
8350,simple,1652,0
8351,simple,1702,0
8352,simple,693,0
8353,simple,676,0
8354,simple,717,0
8355,simple,1693,0
8356,simple,1670,0
8357,simple,48,0
8358,simple,1633,0
8359,simple,1694,0
8360,simple,1469,0
8361,simple,1428,0
8362,simple,700,0
8363,simple,1491,0
8364,simple,1597,0
8365,simple,1479,0
8366,simple,1725,0
8367,simple,762,0
8368,simple,766,0
8369,simple,1598,0
8370,simple,83,0
8371,simple,117,0
8372,simple,759,0
8373,simple,1444,0
8374,simple,466,0
8375,simple,768,0
8376,simple,729,0
8377,simple,1695,0
8378,simple,10550,0
8379,simple,1383,0
8380,simple,1410,0
8381,simple,715,0
8382,simple,144,0
8383,simple,356,0
8384,simple,719,0
8385,simple,1609,0
8386,simple,77,0
8387,simple,728,0
8388,simple,432,0
8389,simple,752,0
8390,simple,433,0
8391,simple,1408,0
8392,simple,224,0
8393,simple,709,0
8394,simple,685,0
8395,simple,148,0
8396,simple,1409,0
8397,simple,1762,0
8398,simple,896,0
8399,simple,967,0
8400,simple,889,0
8401,simple,932,0
8402,simple,970,0
8403,simple,1034,0
8404,simple,1059,0
8405,simple,933,0
8406,simple,934,0
8407,simple,1060,0
8408,simple,525,0
8409,simple,704,0
8410,simple,579,0
8411,simple,689,0
8412,simple,1457,0
8413,simple,1582,0
8414,simple,645,0
8415,simple,1634,0
8416,simple,1441,0
8417,simple,731,0
8418,simple,1534,0
8419,simple,1417,0
8420,simple,679,0
8421,simple,1610,0
8422,simple,1611,0
8423,simple,1442,0
8424,simple,682,0
8425,simple,49,0
8426,simple,1535,0
8427,simple,748,0
8428,simple,1443,0
8429,simple,1470,0
8430,simple,1662,0
8431,simple,1743,0
8432,simple,1734,0
8433,simple,1492,0
8434,simple,1685,0
8435,simple,8115,0
8436,simple,1480,0
8437,simple,1458,0
8438,simple,1671,0
8439,simple,562,0
8440,simple,1536,0
8441,simple,1412,0
8442,simple,1720,0
8443,simple,534,0
8444,simple,8125,0
8445,simple,1677,0
8446,simple,27,0
8447,simple,1471,0
8448,simple,701,0
8449,simple,1643,0
8450,simple,106140,0
8451,simple,9373,0
8452,simple,1744,0
8453,simple,1726,0
8454,simple,1703,0
8455,simple,1721,0
8456,simple,758,0
8457,simple,1709,0
8458,simple,821,0
8459,simple,333,0
8460,simple,1612,0
8461,simple,1722,0
8462,simple,683,0
8463,simple,106141,0
8464,simple,808,0
8465,simple,9374,0
8466,simple,1459,0
8467,simple,1583,0
8468,simple,1569,0
8469,simple,1757,0
8470,simple,738,0
8471,simple,1715,0
8472,simple,1551,0
8473,simple,1414,0
8474,simple,1429,0
8475,simple,492,0
8476,simple,1696,0
8477,simple,434,0
8478,simple,1415,0
8479,simple,179,0
8480,simple,1758,0
8481,simple,1727,0
8482,simple,707,0
8483,simple,677,0
8484,simple,1513,0
8485,simple,1538,0
8486,simple,678,0
8487,simple,8394,0
8488,simple,105726,0
8489,simple,8395,0
8490,simple,8907,0
8491,simple,8271,0
8492,simple,9903,0
8493,simple,9796,0
8494,simple,10468,0
8495,simple,948,0
8496,simple,935,0
8497,simple,9063,0
8498,simple,904,0
8499,simple,949,0
8500,simple,955,0
8501,simple,1097,0
8502,simple,1012,0
8503,simple,962,0
8504,simple,755,0
8505,simple,754,0
8506,simple,105984,0
8507,simple,1552,0
8508,simple,241,0
8509,simple,1697,0
8510,simple,8122,0
8511,simple,1570,0
8512,simple,1728,0
8513,simple,479,0
8514,simple,1678,0
8515,simple,1686,0
8516,simple,296,0
8517,simple,1396,0
8518,simple,513,0
8519,simple,1636,0
8520,simple,1451,0
8521,simple,526,0
8522,simple,8439,0
8523,simple,1687,0
8524,simple,1704,0
8525,simple,1584,0
8526,simple,106759,0
8527,simple,106757,0
8528,simple,106758,0
8529,simple,1460,0
8530,simple,723,0
8531,simple,519,0
8532,simple,1637,0
8533,simple,8116,0
8534,simple,1613,0
8535,simple,1653,0
8536,simple,1430,0
8537,simple,1553,0
8538,simple,91,0
8539,simple,1663,0
8540,simple,1472,0
8541,simple,106532,0
8542,simple,106148,0
8543,simple,1554,0
8544,simple,518,0
8545,simple,1768,0
8546,simple,1688,0
8547,simple,1745,0
8548,simple,1698,0
8549,simple,8126,0
8550,simple,800,0
8551,simple,1716,0
8552,simple,1705,0
8553,simple,8127,0
8554,simple,106529,0
8555,simple,1717,0
8556,simple,771,0
8557,simple,716,0
8558,simple,1689,0
8559,simple,1555,0
8560,simple,1539,0
8561,simple,1556,0
8562,simple,781,0
8563,simple,1614,0
8564,simple,772,0
8565,simple,1753,0
8566,simple,1540,0
8567,simple,8442,0
8568,simple,1664,0
8569,simple,1557,0
8570,simple,1348,0
8571,simple,760,0
8572,simple,1740,0
8573,simple,782,0
8574,simple,8111,0
8575,simple,1438,0
8576,simple,1759,0
8577,simple,1638,0
8578,simple,1723,0
8579,simple,106659,0
8580,simple,106658,0
8581,simple,1541,0
8582,simple,105993,0
8583,simple,10505,0
8584,simple,8113,0
8585,simple,1514,0
8586,simple,1558,0
8587,simple,1515,0
8588,simple,1516,0
8589,simple,1706,0
8590,simple,1559,0
8591,simple,845,0
8592,simple,105992,0
8593,simple,1729,0
8594,simple,8112,0
8595,simple,1542,0
8596,simple,1615,0
8597,simple,1517,0
8598,simple,1494,0
8599,simple,1639,0
8600,simple,10124,0
8601,simple,1518,0
8602,simple,936,0
8603,simple,816,0
8604,simple,1560,0
8605,simple,1445,0
8606,simple,10125,0
8607,simple,1750,0
8608,simple,105994,0
8609,simple,1561,0
8610,simple,780,0
8611,simple,680,0
8612,simple,1585,0
8613,simple,106712,0
8614,simple,106705,0
8615,simple,8117,0
8616,simple,106704,0
8617,simple,1616,0
8618,simple,1462,0
8619,simple,1474,0
8620,simple,2,0
8621,simple,1735,0
8622,simple,1654,0
8623,simple,1741,0
8624,simple,1626,0
8625,simple,3,0
8626,simple,1655,0
8627,simple,1618,0
8628,simple,690,0
8629,simple,1128,0
8630,simple,974,0
8631,simple,987,0
8632,simple,1127,0
8633,simple,905,0
8634,simple,8124,0
8635,simple,8974,0
8636,simple,8891,0
8637,simple,7864,0
8638,simple,1431,0
8639,simple,1562,0
8640,simple,8440,0
8641,simple,746,0
8642,simple,106761,0
8643,simple,7049,0
8644,simple,1519,0
8645,simple,761,0
8646,simple,1446,0
8647,simple,1543,0
8648,simple,9375,0
8649,simple,1656,0
8650,simple,1599,0
8651,simple,105988,0
8652,simple,105989,0
8653,simple,1495,0
8654,simple,300,0
8655,simple,1520,0
8656,simple,1571,0
8657,simple,9369,0
8658,simple,786,0
8659,simple,1421,0
8660,simple,1521,0
8661,simple,1463,0
8662,simple,9376,0
8663,simple,1482,0
8664,simple,8441,0
8665,simple,750,0
8666,simple,9377,0
8667,simple,805,0
8668,simple,1600,0
8669,simple,9378,0
8670,simple,1627,0
8671,simple,10131,0
8672,simple,753,0
8673,simple,105990,0
8674,simple,8128,0
8675,simple,1464,0
8676,simple,8026,0
8677,simple,1387,0
8678,simple,105985,0
8679,simple,1125,0
8680,simple,937,0
8681,simple,983,0
8682,simple,10110,0
8683,simple,975,0
8684,simple,1110,0
8685,simple,1066,0
8686,simple,1008,0
8687,simple,906,0
8688,simple,105996,0
8689,simple,1103,0
8690,simple,998,0
8691,simple,438,0
8692,simple,456,0
8693,simple,1422,0
8694,simple,439,0
8695,simple,440,0
8696,simple,441,0
8697,simple,7047,0
8698,simple,7048,0
8699,simple,442,0
8700,simple,443,0
8701,simple,1619,0
8702,simple,1497,0
8703,simple,106760,0
8704,simple,1475,0
8705,simple,1465,0
8706,simple,817,0
8707,simple,1601,0
8708,simple,783,0
8709,simple,636,0
8710,simple,1563,0
8711,simple,445,0
8712,simple,446,0
8713,simple,838,0
8714,simple,1564,0
8715,simple,1620,0
8716,simple,1423,0
8717,simple,788,0
8718,simple,106762,0
8719,simple,106763,0
8720,simple,1522,0
8721,simple,1586,0
8722,simple,835,0
8723,simple,801,0
8724,simple,789,0
8725,simple,1572,0
8726,simple,10100,0
8727,simple,1602,0
8728,simple,1587,0
8729,simple,1657,0
8730,simple,1573,0
8731,simple,1574,0
8732,simple,10133,0
8733,simple,10134,0
8734,simple,785,0
8735,simple,1588,0
8736,simple,10506,0
8737,simple,1589,0
8738,simple,1590,0
8739,simple,787,0
8740,simple,1544,0
8741,simple,1629,0
8742,simple,1621,0
8743,simple,8244,0
8744,simple,106706,0
8745,simple,106707,0
8746,simple,447,0
8747,simple,448,0
8748,simple,449,0
8749,simple,8071,0
8750,simple,450,0
8751,simple,451,0
8752,simple,452,0
8753,simple,453,0
8754,simple,880,0
8755,simple,477,0
8756,simple,454,0
8757,simple,455,0
8758,simple,7999,0
8759,simple,8272,0
8760,simple,8841,0
8761,simple,9794,0
8762,simple,8000,0
8763,simple,870,0
8764,simple,871,0
8765,simple,9021,0
8766,simple,8001,0
8767,simple,9795,0
8768,simple,9023,0
8769,simple,9370,0
8770,simple,1310,0
8771,simple,70,0
8772,simple,1398,0
8773,simple,1368,0
8774,simple,175,0
8775,simple,653,0
8776,simple,233,0
8777,simple,334,0
8778,simple,1341,0
8779,simple,1382,0
8780,simple,1253,0
8781,simple,1362,0
8782,simple,646,0
8783,simple,176,0
8784,simple,398,0
8785,simple,1274,0
8786,simple,252,0
8787,simple,127,0
8788,simple,396,0
8789,simple,1256,0
8790,simple,1283,0
8791,simple,1290,0
8792,simple,322,0
8793,simple,353,0
8794,simple,1333,0
8795,simple,747,0
8796,simple,1353,0
8797,simple,261,0
8798,simple,332,0
8799,simple,637,0
8800,simple,361,0
8801,simple,105,0
8802,simple,399,0
8803,simple,740,0
8804,simple,16,0
8805,simple,285,0
8806,simple,329,0
8807,simple,627,0
8808,simple,9799,0
8809,simple,362,0
8810,simple,118,0
8811,simple,289,0
8812,simple,96,0
8813,simple,71,0
8814,simple,552,0
8815,simple,301,0
8816,simple,1309,0
8817,simple,1286,0
8818,simple,345,0
8819,simple,629,0
8820,simple,105781,0
8821,simple,1235,0
8822,simple,471,0
8823,simple,393,0
8824,simple,158,0
8825,simple,1288,0
8826,simple,168,0
8827,simple,649,0
8828,simple,1329,0
8829,simple,234,0
8830,simple,92,0
8831,simple,654,0
8832,simple,298,0
8833,simple,608,0
8834,simple,343,0
8835,simple,357,0
8836,simple,1236,0
8837,simple,111,0
8838,simple,403,0
8839,simple,197,0
8840,simple,1260,0
8841,simple,225,0
8842,simple,1270,0
8843,simple,192,0
8844,simple,1302,0
8845,simple,1257,0
8846,simple,1334,0
8847,simple,1295,0
8848,simple,1266,0
8849,simple,264,0
8850,simple,57,0
8851,simple,1364,0
8852,simple,1243,0
8853,simple,1344,0
8854,simple,1318,0
8855,simple,1132,0
8856,simple,909,0
8857,simple,996,0
8858,simple,1044,0
8859,simple,1076,0
8860,simple,938,0
8861,simple,1085,0
8862,simple,1013,0
8863,simple,942,0
8864,simple,1117,0
8865,simple,1088,0
8866,simple,1091,0
8867,simple,1017,0
8868,simple,939,0
8869,simple,1002,0
8870,simple,1028,0
8871,simple,1129,0
8872,simple,1006,0
8873,simple,977,0
8874,simple,1029,0
8875,simple,757,0
8876,simple,1041,0
8877,simple,1086,0
8878,simple,1061,0
8879,simple,968,0
8880,simple,1575,0
8881,simple,1030,0
8882,simple,1119,0
8883,simple,9379,0
8884,simple,1483,0
8885,simple,1576,0
8886,simple,1476,0
8887,simple,1591,0
8888,simple,1645,0
8889,simple,1452,0
8890,simple,1764,0
8891,simple,1523,0
8892,simple,1524,0
8893,simple,1448,0
8894,simple,1659,0
8895,simple,1484,0
8896,simple,1707,0
8897,simple,1466,0
8898,simple,1498,0
8899,simple,7865,0
8900,simple,7876,0
8901,simple,8129,0
8902,simple,10508,0
8903,simple,105584,0
8904,simple,1447,0
8905,simple,10113,0
8906,simple,8130,0
8907,simple,8131,0
8908,simple,10114,0
8909,simple,10115,0
8910,simple,1710,0
8911,simple,630,0
8912,simple,829,0
8913,simple,8132,0
8914,simple,8133,0
8915,simple,8134,0
8916,simple,9800,0
8917,simple,9801,0
8918,simple,8135,0
8919,simple,837,0
8920,simple,32,0
8921,simple,4,0
8922,simple,774,0
8923,simple,819,0
8924,simple,581,0
8925,simple,9802,0
8926,simple,6886,0
8927,simple,484,0
8928,simple,8136,0
8929,simple,9803,0
8930,simple,809,0
8931,simple,8178,0
8932,simple,8137,0
8933,simple,8138,0
8934,simple,9908,0
8935,simple,843,0
8936,simple,8139,0
8937,simple,9804,0
8938,simple,8140,0
8939,simple,545,0
8940,simple,502,0
8941,simple,790,0
8942,simple,791,0
8943,simple,566,0
8944,simple,10116,0
8945,simple,8145,0
8946,simple,601,0
8947,simple,9909,0
8948,simple,9805,0
8949,simple,830,0
8950,simple,9905,0
8951,simple,8,0
8952,simple,6887,0
8953,simple,7312,0
8954,simple,6888,0
8955,simple,9807,0
8956,simple,9808,0
8957,simple,9,0
8958,simple,9809,0
8959,simple,107060,0
8960,simple,107061,0
8961,simple,10112,0
8962,simple,9810,0
8963,simple,1766,0
8964,simple,775,0
8965,simple,8003,0
8966,simple,802,0
8967,simple,9811,0
8968,simple,9812,0
8969,simple,8270,0
8970,simple,9798,0
8971,simple,8311,0
8972,simple,8896,0
8973,simple,7149,0
8974,simple,10139,0
8975,simple,9813,0
8976,simple,8141,0
8977,simple,846,0
8978,simple,616,0
8979,simple,8248,0
8980,simple,531,0
8981,simple,8142,0
8982,simple,8004,0
8983,simple,106726,0
8984,simple,107058,0
8985,simple,126,0
8986,simple,68,0
8987,simple,8143,0
8988,simple,9814,0
8989,simple,375,0
8990,simple,10103,0
8991,simple,166,0
8992,simple,105587,0
8993,simple,8144,0
8994,simple,426,0
8995,simple,105588,0
8996,simple,792,0
8997,simple,105591,0
8998,simple,7877,0
8999,simple,840,0
9000,simple,841,0
9001,simple,815,0
9002,simple,793,0
9003,simple,777,0
9004,simple,7086,0
9005,simple,10552,0
9006,simple,842,0
9007,simple,510,0
9008,simple,6892,0
9009,simple,109,0
9010,simple,847,0
9011,simple,778,0
9012,simple,856,0
9013,simple,868,0
9014,simple,877,0
9015,simple,873,0
9016,simple,869,0
9017,simple,8152,0
9018,simple,591,0
9019,simple,8159,0
9020,simple,9815,0
9021,simple,9816,0
9022,simple,9817,0
9023,simple,8160,0
9024,simple,468,0
9025,simple,457,0
9026,simple,186,0
9027,simple,9818,0
9028,simple,330,0
9029,simple,9819,0
9030,simple,105597,0
9031,simple,211,0
9032,simple,664,0
9033,simple,196,0
9034,simple,297,0
9035,simple,276,0
9036,simple,402,0
9037,simple,187,0
9038,simple,28,0
9039,simple,607,0
9040,simple,105590,0
9041,simple,177,0
9042,simple,149,0
9043,simple,804,0
9044,simple,72,0
9045,simple,9821,0
9046,simple,619,0
9047,simple,205,0
9048,simple,665,0
9049,simple,571,0
9050,simple,17,0
9051,simple,167,0
9052,simple,520,0
9053,simple,97,0
9054,simple,572,0
9055,simple,281,0
9056,simple,648,0
9057,simple,145,0
9058,simple,212,0
9059,simple,229,0
9060,simple,150,0
9061,simple,628,0
9062,simple,500,0
9063,simple,128,0
9064,simple,638,0
9065,simple,1254,0
9066,simple,540,0
9067,simple,134,0
9068,simple,784,0
9069,simple,563,0
9070,simple,342,0
9071,simple,818,0
9072,simple,268,0
9073,simple,482,0
9932,simple,2311,0
9933,simple,2104,0
9934,simple,2220,0
9935,simple,2057,0
9936,simple,2265,0
9937,simple,2326,0
9938,simple,2224,0
9939,simple,7426,0
9940,simple,2295,0
9941,simple,1978,0
9942,simple,2245,0
9943,simple,2267,0
9944,simple,2180,0
9945,simple,2221,0
9946,simple,2108,0
9947,simple,2209,0
9948,simple,1986,0
9949,simple,2112,0
9950,simple,2060,0
9951,simple,2254,0
9952,simple,1780,0
9953,simple,2284,0
9954,simple,2113,0
9955,simple,2063,0
9956,simple,2145,0
9957,simple,2146,0
9958,simple,2064,0
9959,simple,1990,0
9960,simple,2181,0
9961,simple,2333,0
9962,simple,2285,0
9963,simple,2066,0
9964,simple,2182,0
9965,simple,2102,0
9966,simple,2310,0
9967,simple,2312,0
9968,simple,1809,0
9969,simple,2345,0
9970,simple,1813,0
9971,simple,2163,0
9972,simple,2355,0
9973,simple,2383,0
9974,simple,1818,0
9975,simple,1820,0
9976,simple,2268,0
9977,simple,8215,0
9978,simple,2165,0
9979,simple,2184,0
9980,simple,2228,0
9981,simple,2269,0
9982,simple,2196,0
9983,simple,2197,0
9984,simple,2115,0
9985,simple,2276,0
9986,simple,2309,0
9987,simple,2386,0
9988,simple,2240,0
9989,simple,1997,0
9990,simple,1998,0
9991,simple,1999,0
9992,simple,2247,0
9993,simple,7845,0
9994,simple,2117,0
9995,simple,2003,0
9996,simple,2149,0
9997,simple,2229,0
9998,simple,2118,0
9999,simple,2119,0
10000,simple,2199,0
10001,simple,2200,0
10002,simple,2281,0
10003,simple,2270,0
10004,simple,2007,0
10005,simple,2271,0
10006,simple,2120,0
10007,simple,2169,0
10008,simple,2248,0
10009,simple,1915,0
10010,simple,8088,0
10011,simple,2010,0
10012,simple,2337,0
10013,simple,2343,0
10014,simple,2443,0
10015,simple,2330,0
10016,simple,2362,0
10017,simple,2013,0
10018,simple,2374,0
10019,simple,8013,0
10020,simple,2171,0
10021,simple,2186,0
10022,simple,8372,0
10023,simple,2230,0
10024,simple,2122,0
10025,simple,1920,0
10026,simple,2298,0
10027,simple,2123,0
10028,simple,2262,0
10029,simple,2363,0
10030,simple,2211,0
10031,simple,2124,0
10032,simple,2251,0
10033,simple,2341,0
10034,simple,2321,0
10035,simple,2072,0
